171593833111490560 , UC
173053156564008963 , PN
304949188700024833 , PY
304418938748534784 , PY
305051370254385152 , UC
568764587887202304 , PY
569205257819041792 , UC
569231156454891520 , PY
701755382377504768 , UC
702656601098825728 , UC
305415679056683008 , DY
9941022959 , PY
10079923698 , UC
171397491403657217 , PN
172709514892681216 , UC
172801290030682112 , DY
172895138924863489 , PY
439381059147669504 , UC
439402143703769088 , UC
303435941643706368 , DY
303622440783843329 , UC
303716216026062848 , UC
304257179358216192 , UC
304325456776286208 , UC
304691979088969730 , DY
304695137903198209 , DY
304782165340721152 , DN
304871232896106496 , UC
304984682859216896 , UC
305139482418618368 , PY
305307779860668416 , UC
305324775016910848 , UC
305370706894528513 , PY
438489951974727681 , UC
439135532040593408 , PY
439174782190227456 , UC
439231549993943040 , PN
9825484043 , PN
9850058930 , DN
9879649702 , DY
9889691496 , DY
9936630417 , UC
9958714874 , PY
9971765080 , UC
9978496950 , PY
9979158767 , DY
10013955189 , UC
10041428160 , PY
10051873332 , PN
10055291851 , PY
10062075585 , UC
10070057850 , UC
10072401337 , UC
10080278412 , UC
10086281561 , UC
10095060344 , DY
9908196827 , PY
438430967133245441 , PY
701704748169170944 , PY
702349834380939264 , PY
703604512632795136 , UC
703707772119085056 , DY
439378793015164928 , UC
439530066046099457 , DY
172465844973076481 , DY
172537154252177409 , DN
304028973141217281 , DN
304767983996264448 , UC
305058615935500288 , UC
39706094804664320 , UC
41200215255949312 , PN
41263672537911296 , UC
569076274875858944 , UC
569111643130433537 , PY
172356196064444416 , PY
172704131377664001 , UC
173461366357753857 , UC
39712356372058112 , PN
40172132935806977 , PN
40525099631124480 , UC
40815750931423232 , UC
40897017777623040 , PN
40986100365402113 , UC
41127284115111936 , PY
41260715830542336 , UC
41535696514719744 , UC
41637871874093056 , UC
437773477077348352 , UC
437790302980419586 , PY
438004120046149632 , PY
438016886001770498 , UC
438483815988617216 , PY
438769980512153600 , UC
438774063008595969 , UC
438855695547793408 , PY
438932977825771520 , UC
438933524679495680 , PN
438965115120271360 , UC
439062276952563712 , DN
439121839898779648 , UC
439139423914323968 , UC
439510646078443520 , DY
439526786482049024 , DY
439526935820238848 , DY
439531547146719232 , PY
173218585487998978 , UC
173456549862322176 , PY
305390562830340099 , PN
305434002448343040 , PY
305443491478134785 , UC
173234300362301440 , PN
173441240690458625 , UC
9912462371 , UC
171755424398311424 , DY
303518404386635778 , UC
304728447555624960 , DY
304807656932130816 , UC
304827975805829120 , PN
305119881144193024 , PY
568327698487099392 , PY
568760522859945984 , PY
568811401273147392 , UC
569148533955104769 , UC
9844459639 , UC
9926678306 , PY
568050391083933698 , PY
568490133974077442 , UC
305439851644325889 , UC
304888732962672640 , PY
439672743080910848 , UC
439768466564726784 , UC
439896357537857536 , PY
568869954264698881 , PY
569175390738092032 , PY
569280920110403586 , UC
439480403439923202 , DN
171390073068195841 , UC
171743954646220800 , DY
172509436986916865 , UC
304615759320059904 , UC
305290203797549056 , PY
305089900783468544 , DY
701765628181479425 , UC
701766832219430913 , PY
702618301386657792 , PY
702932729478975488 , UC
702983048443379712 , PN
702996889176776704 , DN
438387549531144192 , UC
438528019934625792 , UC
438694486974009344 , UC
439285288259817472 , PN
439353749018910720 , UC
439387446577758208 , UC
439398114437251072 , PY
439402143703769088 , DY
439412514997415936 , DN
439426489377775616 , UC
439430997499998208 , UC
439431881398837249 , UC
439444418890702848 , PY
439451433021079552 , DY
439772665814216705 , UC
439843010466312192 , UC
439885681725149184 , DY
438442261769363456 , PY
439236483942473729 , UC
439251431753670656 , UC
568051200848994304 , UC
568185063906648064 , UC
568446140393213952 , DY
568476868250189824 , UC
568478954354561024 , PY
568780506587901952 , UC
568819996849270784 , PY
568905728339124224 , UC
569071608662499328 , PY
569071799251501056 , UC
569160119885406208 , UC
569162994766229504 , PN
569240479126188034 , UC
569254026992353280 , UC
569276614959357952 , DY
304475265919229952 , PY
567748944805900289 , PN
567775924310257664 , UC
567804857857548288 , UC
568782224776138753 , UC
439495910826188800 , PN
569170971678154752 , PY
569219926705238017 , DY
41051185511276545 , PY
41146244491513856 , DY
41200215255949312 , DY
438594283780591617 , UC
438815697968562176 , DY
438940474192064512 , UC
439819738818936832 , DY
703647231098880000 , DY
41161691068760064 , UC
40351377460826112 , UC
703099188389621760 , PY
703204890911215618 , PY
703205673899692035 , UC
703205982738862080 , PN
703205973356195840 , DY
171850962313543680 , UC
172026254718009346 , DN
172771740513087488 , UC
172921902820630528 , DY
172965419622219776 , UC
173106422693888000 , DY
173135072269053952 , UC
173189994809262080 , UC
173191456037679104 , DY
303948814744694784 , PN
303981546275233792 , PY
303983856044875776 , DY
303988305924603904 , UC
304005703784337408 , PY
304058806671908864 , PY
304074663653416961 , UC
304257179358216192 , DY
304271437382942720 , PY
304591361540235264 , PY
304610249468432384 , UC
304749751138676736 , UC
305024689649098752 , PN
305036246433013760 , PY
305093714152419329 , UC
305105953966137345 , UC
305127141207597056 , PN
305137907633635330 , UC
305454155047268353 , UC
703530363415457793 , UC
703590372270862336 , UC
303544325483147265 , UC
303679887221354498 , UC
304372081875881984 , PY
304633181838131201 , PY
304693592117620736 , UC
304709628309155840 , PY
304879151024848896 , PY
703246914540670977 , DY
703291542522470400 , DY
703297886122016768 , UC
703303954965225472 , DY
703311779015700480 , PY
703540469385588736 , PY
703542212190183424 , UC
703554470186250241 , PY
703578116489347073 , DN
703578003503054848 , UC
703582636577529856 , DN
